Crime_ID,Crime_Type,Time_of_Happening,Location,Day_of_Week,Severity,Reported_Time,Nearby_Landmark,Frequency_in_Last_30_Days
6207,Stalking,03:57,Delhi Cantonment,Thursday,Moderate,19:44,Police Station,29
6208,Honor Killing,01:50,Gokal Pur,Tuesday,Severe,12:16,Mall,7
6209,Stalking,19:55,Hastsal,Wednesday,Severe,09:45,School,27
6210,Acid Attack,10:47,Gokal Pur,Thursday,Minor,01:02,School,41
6211,Domestic Violence,02:49,Hastsal,Sunday,Minor,01:04,Market,45
6212,Stalking,15:44,Burari,Thursday,Severe,12:06,Police Station,3
6213,Domestic Violence,05:39,Kirari Suleman Nagar,Monday,Moderate,13:18,Park,11
6214,Human Trafficking,22:52,Sultan Pur Majra,Sunday,Severe,18:25,Police Station,47
6215,Human Trafficking,10:18,Hastsal,Thursday,Minor,21:59,Temple,14
6216,Eve Teasing,08:28,Gokal Pur,Saturday,Severe,03:40,Park,31
6217,Honor Killing,09:27,Karawal Nagar,Monday,Moderate,18:02,Apartment Complex,48
6218,Eve Teasing,05:45,Deoli,Friday,Minor,03:12,Park,16
6219,Sexual Harassment,09:04,Karawal Nagar,Saturday,Minor,07:14,Temple,42
6220,Honor Killing,00:16,Nangloi Jat,Wednesday,Moderate,08:54,Park,33
6221,Stalking,20:25,Dallo Pura,Monday,Minor,14:23,Market,14
6222,Dowry Death,18:03,Kirari Suleman Nagar,Sunday,Minor,19:08,Market,41
6223,Acid Attack,11:16,Deoli,Tuesday,Minor,21:25,Hospital,33
6224,Sexual Harassment,11:38,Dallo Pura,Wednesday,Minor,18:30,Mall,50
6225,Human Trafficking,23:06,Mustafabad,Friday,Severe,23:19,Temple,37
6226,Acid Attack,19:39,Mandoli,Wednesday,Minor,01:57,Police Station,13
6227,Sexual Harassment,03:47,Nangloi Jat,Monday,Severe,18:29,School,7
6228,Sexual Harassment,21:42,Bhalswa Jahangir Pur,Thursday,Moderate,04:42,School,2
6229,Stalking,10:21,Gokal Pur,Wednesday,Minor,13:48,Park,27
6230,Honor Killing,11:28,Hastsal,Thursday,Severe,08:19,Temple,38
6231,Domestic Violence,10:35,Hastsal,Sunday,Moderate,13:53,Hospital,31
6232,Stalking,03:19,Gokal Pur,Tuesday,Moderate,02:38,Park,6
6233,Dowry Death,09:36,Nangloi Jat,Friday,Minor,11:14,Market,38
6234,Honor Killing,08:51,Dallo Pura,Thursday,Minor,12:40,Market,39
6235,Human Trafficking,11:03,Gokal Pur,Wednesday,Severe,11:09,Apartment Complex,7
6236,Honor Killing,17:57,Dallo Pura,Thursday,Moderate,18:43,Park,40
6237,Eve Teasing,07:53,Gokal Pur,Wednesday,Moderate,09:09,Park,48
6238,Human Trafficking,13:14,Mandoli,Sunday,Moderate,07:07,Temple,50
6239,Dowry Death,20:09,Sultan Pur Majra,Monday,Severe,19:17,Hospital,14
6240,Domestic Violence,17:08,Bhalswa Jahangir Pur,Monday,Severe,00:37,Park,5
6241,Sexual Harassment,18:15,Hastsal,Thursday,Moderate,18:01,Market,9
6242,Eve Teasing,07:46,Burari,Friday,Severe,17:14,School,44
6243,Domestic Violence,01:12,Hastsal,Tuesday,Moderate,08:40,Police Station,26
6244,Eve Teasing,19:06,Delhi Cantonment,Sunday,Severe,21:16,Apartment Complex,49
6245,Stalking,08:44,Gokal Pur,Saturday,Severe,18:21,Hospital,24
6246,Acid Attack,09:39,Sultan Pur Majra,Thursday,Severe,22:10,School,49
6247,Honor Killing,07:46,Hastsal,Friday,Moderate,03:27,School,28
6248,Dowry Death,09:42,Bhalswa Jahangir Pur,Wednesday,Severe,20:43,Police Station,44
6249,Eve Teasing,04:17,Delhi Cantonment,Wednesday,Moderate,04:32,Market,42
6250,Eve Teasing,07:29,Mustafabad,Monday,Minor,07:27,Temple,27
6251,Sexual Harassment,22:10,Bhalswa Jahangir Pur,Thursday,Moderate,16:46,Hospital,44
6252,Stalking,16:28,Delhi Cantonment,Friday,Moderate,00:13,Mall,28
6253,Acid Attack,05:32,Delhi Cantonment,Wednesday,Severe,03:41,Park,5
6254,Stalking,21:38,Delhi Cantonment,Saturday,Severe,07:00,Police Station,36
6255,Human Trafficking,20:27,Sultan Pur Majra,Monday,Minor,10:21,Mall,11
6256,Honor Killing,04:19,Kirari Suleman Nagar,Wednesday,Severe,08:16,Temple,26
6257,Eve Teasing,14:01,Karawal Nagar,Saturday,Moderate,23:27,School,36
6258,Dowry Death,12:33,Bhalswa Jahangir Pur,Thursday,Minor,21:52,Mall,25
6259,Acid Attack,12:07,Burari,Sunday,Minor,15:43,Park,12
6260,Dowry Death,21:46,Burari,Thursday,Minor,01:55,Temple,43
6261,Stalking,03:15,Bhalswa Jahangir Pur,Sunday,Moderate,05:56,Hospital,5
6262,Domestic Violence,15:42,Deoli,Thursday,Minor,07:34,Mall,13
6263,Acid Attack,18:02,Burari,Wednesday,Moderate,05:37,Mall,44
6264,Sexual Harassment,03:01,Deoli,Tuesday,Minor,13:51,Hospital,27
6265,Human Trafficking,13:30,Delhi Cantonment,Thursday,Severe,09:07,Mall,34
6266,Stalking,11:46,Delhi Cantonment,Friday,Moderate,23:08,Park,45
6267,Dowry Death,00:49,Mustafabad,Sunday,Severe,07:38,Temple,41
6268,Domestic Violence,00:18,Delhi Cantonment,Wednesday,Minor,15:40,Hospital,0
6269,Honor Killing,20:45,Nangloi Jat,Tuesday,Severe,15:09,Hospital,25
6270,Acid Attack,11:33,Delhi Cantonment,Saturday,Minor,05:29,Police Station,31
6271,Human Trafficking,18:54,Karawal Nagar,Thursday,Minor,21:53,School,19
6272,Dowry Death,02:46,Bhalswa Jahangir Pur,Sunday,Moderate,09:47,Hospital,39
6273,Stalking,21:14,Sultan Pur Majra,Thursday,Moderate,06:55,Temple,1
6274,Stalking,22:43,Karawal Nagar,Tuesday,Moderate,19:17,Mall,22
6275,Acid Attack,20:26,Dallo Pura,Monday,Minor,09:57,Apartment Complex,50
6276,Sexual Harassment,00:24,Bhalswa Jahangir Pur,Sunday,Moderate,12:32,Apartment Complex,30
6277,Stalking,23:24,Delhi Cantonment,Saturday,Severe,07:09,Hospital,44
6278,Dowry Death,00:45,Mandoli,Friday,Moderate,06:12,Police Station,30
6279,Eve Teasing,01:17,Sultan Pur Majra,Sunday,Minor,11:07,Apartment Complex,24
6280,Honor Killing,17:19,Delhi Cantonment,Thursday,Minor,13:30,Police Station,26
6281,Eve Teasing,02:56,Nangloi Jat,Wednesday,Moderate,04:12,School,21
6282,Dowry Death,11:18,Deoli,Saturday,Severe,01:28,Hospital,4
6283,Dowry Death,13:25,Karawal Nagar,Thursday,Minor,23:46,Park,7
6284,Honor Killing,23:45,Dallo Pura,Saturday,Moderate,15:58,Mall,14
6285,Acid Attack,12:33,Gokal Pur,Friday,Severe,16:07,Hospital,49
6286,Eve Teasing,11:58,Sultan Pur Majra,Tuesday,Minor,20:15,Apartment Complex,24
6287,Sexual Harassment,07:49,Dallo Pura,Thursday,Severe,12:36,Apartment Complex,23
6288,Dowry Death,16:57,Gokal Pur,Monday,Severe,20:32,Park,48
6289,Honor Killing,00:34,Karawal Nagar,Sunday,Moderate,14:49,Park,45
6290,Stalking,01:30,Dallo Pura,Saturday,Severe,02:01,Market,38
6291,Honor Killing,11:39,Delhi Cantonment,Wednesday,Moderate,08:05,School,4
6292,Honor Killing,05:23,Mandoli,Wednesday,Minor,07:11,Market,16
6293,Dowry Death,23:30,Kirari Suleman Nagar,Tuesday,Severe,08:47,Market,6
6294,Stalking,14:55,Mustafabad,Wednesday,Moderate,20:00,School,20
6295,Honor Killing,15:50,Gokal Pur,Sunday,Moderate,11:34,School,30
6296,Stalking,15:46,Bhalswa Jahangir Pur,Tuesday,Moderate,05:28,Market,34
6297,Dowry Death,04:43,Karawal Nagar,Wednesday,Severe,12:21,Apartment Complex,21
6298,Eve Teasing,21:49,Nangloi Jat,Friday,Minor,23:22,Mall,43
6299,Stalking,02:02,Bhalswa Jahangir Pur,Friday,Moderate,17:57,Hospital,10
6300,Domestic Violence,08:57,Delhi Cantonment,Thursday,Severe,08:32,Temple,26
6301,Domestic Violence,02:54,Kirari Suleman Nagar,Tuesday,Severe,06:11,Hospital,50
6302,Eve Teasing,10:37,Burari,Friday,Severe,08:02,School,49
6303,Dowry Death,11:07,Kirari Suleman Nagar,Tuesday,Severe,00:01,Market,11
6304,Dowry Death,06:33,Karawal Nagar,Thursday,Minor,06:07,Market,34
6305,Human Trafficking,17:36,Nangloi Jat,Friday,Minor,15:10,Hospital,36
6306,Acid Attack,11:26,Deoli,Tuesday,Moderate,15:16,Apartment Complex,40
6307,Human Trafficking,11:41,Delhi Cantonment,Monday,Minor,06:17,School,33
6308,Sexual Harassment,09:23,Nangloi Jat,Friday,Moderate,10:53,Park,49
6309,Stalking,21:58,Mustafabad,Friday,Moderate,21:10,Mall,18
6310,Sexual Harassment,17:15,Delhi Cantonment,Monday,Moderate,03:15,Temple,32
6311,Sexual Harassment,00:32,Gokal Pur,Tuesday,Moderate,06:07,Mall,44
6312,Acid Attack,08:29,Kirari Suleman Nagar,Friday,Severe,18:02,School,49
6313,Dowry Death,18:19,Burari,Friday,Minor,20:37,Temple,20
6314,Dowry Death,04:43,Gokal Pur,Monday,Minor,04:37,Police Station,27
6315,Dowry Death,00:08,Karawal Nagar,Monday,Minor,23:06,Mall,37
6316,Domestic Violence,16:11,Delhi Cantonment,Tuesday,Moderate,23:08,Police Station,35
6317,Domestic Violence,09:27,Karawal Nagar,Friday,Moderate,13:18,Hospital,27
6318,Dowry Death,13:42,Delhi Cantonment,Monday,Moderate,17:50,Temple,21
6319,Acid Attack,10:03,Nangloi Jat,Monday,Severe,13:48,Park,33
6320,Stalking,20:03,Gokal Pur,Wednesday,Severe,10:28,Mall,4
6321,Domestic Violence,06:12,Mustafabad,Wednesday,Moderate,12:33,Market,11
6322,Sexual Harassment,08:44,Hastsal,Wednesday,Minor,13:15,School,0
6323,Acid Attack,04:21,Delhi Cantonment,Monday,Moderate,17:56,School,44
6324,Eve Teasing,10:30,Delhi Cantonment,Friday,Moderate,17:30,Temple,43
6325,Acid Attack,18:20,Dallo Pura,Wednesday,Severe,03:34,Park,8
6326,Honor Killing,20:14,Mandoli,Wednesday,Moderate,00:12,Mall,18
6327,Dowry Death,18:51,Delhi Cantonment,Thursday,Severe,07:52,Police Station,9
6328,Domestic Violence,12:13,Dallo Pura,Tuesday,Severe,06:51,Hospital,42
6329,Domestic Violence,04:46,Burari,Monday,Minor,17:17,Police Station,4
6330,Human Trafficking,17:52,Hastsal,Monday,Minor,09:50,School,22
6331,Stalking,00:43,Karawal Nagar,Thursday,Minor,13:09,Police Station,38
6332,Honor Killing,03:02,Deoli,Friday,Severe,05:46,Apartment Complex,20
6333,Sexual Harassment,16:09,Mustafabad,Tuesday,Minor,11:57,Market,6
6334,Acid Attack,01:32,Mandoli,Tuesday,Minor,22:27,Market,25
6335,Honor Killing,22:46,Kirari Suleman Nagar,Thursday,Minor,22:09,Mall,18
6336,Human Trafficking,13:38,Nangloi Jat,Sunday,Minor,12:59,Apartment Complex,38
6337,Acid Attack,02:18,Deoli,Tuesday,Severe,02:36,Hospital,15
6338,Human Trafficking,05:23,Mustafabad,Sunday,Severe,08:45,Park,0
6339,Acid Attack,15:12,Burari,Wednesday,Moderate,03:31,Hospital,3
6340,Domestic Violence,16:45,Gokal Pur,Tuesday,Minor,08:01,Mall,21
6341,Domestic Violence,11:42,Kirari Suleman Nagar,Sunday,Moderate,07:56,School,43
6342,Eve Teasing,02:50,Mustafabad,Monday,Moderate,09:32,Mall,43
6343,Stalking,03:35,Hastsal,Tuesday,Minor,18:40,Mall,29
6344,Honor Killing,14:14,Bhalswa Jahangir Pur,Saturday,Minor,23:26,Temple,21
6345,Sexual Harassment,18:11,Burari,Tuesday,Moderate,21:11,Hospital,6
6346,Acid Attack,10:06,Nangloi Jat,Friday,Moderate,12:51,Temple,47
6347,Stalking,12:40,Bhalswa Jahangir Pur,Friday,Minor,17:08,Park,0
6348,Acid Attack,23:34,Gokal Pur,Friday,Severe,00:33,Park,12
6349,Honor Killing,02:06,Kirari Suleman Nagar,Sunday,Moderate,18:19,Apartment Complex,30
6350,Domestic Violence,00:42,Delhi Cantonment,Friday,Minor,04:50,Hospital,46
6351,Eve Teasing,17:24,Kirari Suleman Nagar,Thursday,Moderate,04:47,Hospital,15
6352,Human Trafficking,20:27,Deoli,Sunday,Moderate,02:23,Market,15
6353,Acid Attack,01:10,Deoli,Wednesday,Minor,12:47,Mall,30
6354,Honor Killing,03:38,Gokal Pur,Sunday,Moderate,18:17,Temple,1
6355,Dowry Death,20:06,Kirari Suleman Nagar,Thursday,Minor,23:13,Apartment Complex,7
6356,Domestic Violence,03:57,Hastsal,Tuesday,Minor,21:01,School,45
6357,Sexual Harassment,16:47,Nangloi Jat,Thursday,Minor,00:37,Apartment Complex,49
6358,Dowry Death,04:58,Mustafabad,Monday,Severe,06:57,Park,43
6359,Acid Attack,20:09,Sultan Pur Majra,Friday,Severe,06:56,Mall,0
6360,Sexual Harassment,16:40,Gokal Pur,Sunday,Severe,13:49,School,28
6361,Domestic Violence,12:57,Burari,Friday,Severe,02:52,Apartment Complex,18
6362,Sexual Harassment,20:57,Bhalswa Jahangir Pur,Saturday,Moderate,04:59,Park,28
6363,Honor Killing,09:41,Gokal Pur,Sunday,Severe,17:34,Market,32
6364,Human Trafficking,02:20,Kirari Suleman Nagar,Sunday,Minor,02:55,School,24
6365,Honor Killing,22:06,Kirari Suleman Nagar,Sunday,Minor,23:57,Apartment Complex,20
6366,Dowry Death,11:04,Delhi Cantonment,Tuesday,Severe,04:07,Hospital,32
6367,Dowry Death,18:52,Deoli,Tuesday,Moderate,16:18,Police Station,5
6368,Eve Teasing,14:12,Hastsal,Friday,Moderate,15:28,Hospital,39
6369,Dowry Death,11:27,Sultan Pur Majra,Friday,Minor,18:37,Police Station,14
6370,Eve Teasing,11:09,Burari,Thursday,Minor,08:21,School,39
6371,Acid Attack,23:19,Dallo Pura,Tuesday,Minor,02:51,Temple,40
6372,Sexual Harassment,05:38,Karawal Nagar,Saturday,Moderate,02:38,Police Station,1
6373,Human Trafficking,16:56,Nangloi Jat,Monday,Severe,10:04,Police Station,43
6374,Human Trafficking,14:44,Gokal Pur,Monday,Moderate,14:18,Hospital,15
6375,Sexual Harassment,07:46,Sultan Pur Majra,Tuesday,Moderate,06:37,Apartment Complex,11
6376,Dowry Death,16:39,Dallo Pura,Sunday,Severe,22:35,Park,35
6377,Human Trafficking,09:14,Burari,Sunday,Severe,11:19,Park,10
6378,Domestic Violence,20:20,Burari,Friday,Minor,02:32,Mall,31
6379,Dowry Death,12:56,Dallo Pura,Monday,Severe,21:15,School,39
6380,Dowry Death,22:09,Nangloi Jat,Saturday,Moderate,00:39,Mall,25
6381,Sexual Harassment,23:16,Sultan Pur Majra,Monday,Minor,07:37,Apartment Complex,22
6382,Stalking,08:06,Hastsal,Saturday,Moderate,05:25,Market,49
6383,Domestic Violence,13:18,Kirari Suleman Nagar,Sunday,Moderate,21:16,Apartment Complex,2
6384,Acid Attack,15:30,Mustafabad,Friday,Severe,08:43,Market,32
6385,Stalking,08:20,Mandoli,Wednesday,Minor,02:35,Temple,16
6386,Acid Attack,07:13,Dallo Pura,Sunday,Severe,07:27,School,48
6387,Stalking,15:20,Karawal Nagar,Friday,Severe,21:27,Police Station,18
6388,Eve Teasing,01:18,Karawal Nagar,Thursday,Moderate,20:49,Police Station,22
6389,Sexual Harassment,02:10,Burari,Thursday,Minor,03:27,Temple,16
6390,Stalking,02:53,Dallo Pura,Friday,Moderate,05:36,Mall,2
6391,Human Trafficking,18:46,Hastsal,Tuesday,Moderate,14:09,School,5
6392,Dowry Death,04:13,Mandoli,Sunday,Minor,10:37,Apartment Complex,38
6393,Stalking,02:15,Bhalswa Jahangir Pur,Tuesday,Moderate,14:10,Market,13
6394,Stalking,13:11,Nangloi Jat,Thursday,Moderate,04:05,School,41
6395,Domestic Violence,05:15,Bhalswa Jahangir Pur,Friday,Severe,18:33,Police Station,4
6396,Human Trafficking,13:21,Mustafabad,Friday,Severe,23:34,Police Station,30
6397,Stalking,07:35,Mandoli,Thursday,Severe,18:51,Temple,14
6398,Stalking,09:58,Gokal Pur,Tuesday,Moderate,11:51,Market,14
6399,Human Trafficking,12:58,Burari,Tuesday,Moderate,13:36,Hospital,39
6400,Human Trafficking,21:08,Deoli,Thursday,Severe,04:41,Police Station,3
6401,Human Trafficking,03:18,Nangloi Jat,Friday,Minor,13:06,Apartment Complex,50
6402,Domestic Violence,11:03,Dallo Pura,Saturday,Moderate,03:09,Park,45
6403,Stalking,13:57,Karawal Nagar,Wednesday,Moderate,04:13,Park,16
6404,Domestic Violence,14:25,Delhi Cantonment,Monday,Moderate,00:51,School,6
6405,Honor Killing,11:21,Sultan Pur Majra,Friday,Minor,21:25,Police Station,1
6406,Domestic Violence,21:47,Hastsal,Wednesday,Moderate,19:35,Mall,50
6407,Domestic Violence,13:45,Nangloi Jat,Monday,Severe,06:45,Mall,42
6408,Honor Killing,09:06,Nangloi Jat,Thursday,Moderate,12:51,Apartment Complex,33
6409,Dowry Death,17:10,Nangloi Jat,Wednesday,Severe,16:42,Hospital,1
6410,Acid Attack,08:03,Sultan Pur Majra,Tuesday,Severe,12:42,Police Station,30
6411,Domestic Violence,08:21,Burari,Thursday,Minor,10:57,School,42
6412,Honor Killing,07:39,Burari,Tuesday,Minor,13:29,Park,25
6413,Acid Attack,00:11,Mandoli,Thursday,Moderate,01:07,School,11
6414,Human Trafficking,20:46,Deoli,Friday,Minor,07:22,Market,8
6415,Human Trafficking,19:08,Sultan Pur Majra,Friday,Severe,06:58,Mall,20
6416,Dowry Death,21:18,Karawal Nagar,Sunday,Moderate,21:54,School,23
6417,Eve Teasing,00:11,Dallo Pura,Wednesday,Minor,10:43,Park,24
6418,Eve Teasing,12:07,Burari,Friday,Moderate,00:55,Hospital,3
6419,Stalking,09:27,Kirari Suleman Nagar,Sunday,Severe,16:38,Police Station,5
6420,Eve Teasing,18:13,Burari,Sunday,Minor,22:26,Apartment Complex,29
6421,Human Trafficking,04:20,Delhi Cantonment,Monday,Severe,01:18,Police Station,19
6422,Domestic Violence,05:11,Dallo Pura,Friday,Moderate,04:41,Market,11
6423,Dowry Death,13:16,Mandoli,Tuesday,Moderate,21:38,Temple,32
6424,Sexual Harassment,05:29,Bhalswa Jahangir Pur,Friday,Minor,22:50,Temple,17
6425,Human Trafficking,10:57,Nangloi Jat,Monday,Severe,22:53,Market,7
6426,Dowry Death,06:20,Kirari Suleman Nagar,Sunday,Minor,03:21,School,29
6427,Dowry Death,23:54,Kirari Suleman Nagar,Sunday,Minor,16:56,Park,40
6428,Dowry Death,01:15,Gokal Pur,Monday,Moderate,02:29,Market,33
6429,Dowry Death,12:16,Bhalswa Jahangir Pur,Sunday,Minor,13:15,Temple,1
6430,Human Trafficking,08:35,Bhalswa Jahangir Pur,Monday,Minor,03:39,School,21
6431,Human Trafficking,11:17,Delhi Cantonment,Tuesday,Severe,02:00,Police Station,35
6432,Honor Killing,11:20,Sultan Pur Majra,Wednesday,Severe,17:15,Mall,41
6433,Dowry Death,11:13,Gokal Pur,Saturday,Moderate,14:45,Apartment Complex,33
6434,Sexual Harassment,08:53,Dallo Pura,Friday,Severe,23:39,School,6
6435,Human Trafficking,12:16,Bhalswa Jahangir Pur,Wednesday,Moderate,09:19,Temple,47
6436,Eve Teasing,01:45,Sultan Pur Majra,Wednesday,Severe,03:00,Temple,29
6437,Sexual Harassment,17:25,Gokal Pur,Tuesday,Minor,03:11,Market,48
6438,Sexual Harassment,14:02,Sultan Pur Majra,Tuesday,Moderate,22:04,Temple,30
6439,Honor Killing,22:38,Hastsal,Saturday,Moderate,16:21,Apartment Complex,42
6440,Sexual Harassment,13:23,Mustafabad,Tuesday,Moderate,07:01,Park,9
6441,Stalking,12:45,Hastsal,Wednesday,Minor,12:23,School,12
6442,Acid Attack,14:46,Mandoli,Saturday,Severe,04:56,Park,6
6443,Eve Teasing,12:21,Burari,Friday,Severe,20:35,Mall,13
6444,Stalking,16:54,Deoli,Monday,Moderate,21:58,Mall,18
6445,Honor Killing,19:09,Dallo Pura,Monday,Severe,13:52,Temple,21
6446,Acid Attack,12:34,Mandoli,Saturday,Severe,14:57,School,0
6447,Domestic Violence,18:26,Sultan Pur Majra,Wednesday,Minor,13:45,Market,15
6448,Domestic Violence,23:40,Nangloi Jat,Friday,Moderate,02:04,School,37
6449,Domestic Violence,07:26,Deoli,Saturday,Minor,00:11,Park,46
6450,Human Trafficking,07:23,Bhalswa Jahangir Pur,Thursday,Moderate,18:20,Hospital,21
6451,Acid Attack,07:43,Karawal Nagar,Friday,Moderate,08:03,Mall,9
6452,Dowry Death,05:33,Bhalswa Jahangir Pur,Thursday,Moderate,13:04,Temple,9
6453,Domestic Violence,01:03,Mandoli,Tuesday,Severe,03:25,Mall,45
6454,Human Trafficking,00:38,Burari,Monday,Severe,12:25,Temple,11
6455,Domestic Violence,04:11,Mustafabad,Wednesday,Severe,17:43,Mall,47
6456,Human Trafficking,10:13,Mustafabad,Monday,Severe,02:20,Police Station,33
6457,Stalking,20:32,Kirari Suleman Nagar,Monday,Severe,16:43,School,34
6458,Domestic Violence,10:42,Hastsal,Tuesday,Severe,06:32,Market,42
6459,Stalking,10:20,Delhi Cantonment,Monday,Severe,18:35,School,28
6460,Sexual Harassment,17:51,Mandoli,Tuesday,Severe,01:32,Park,26
6461,Domestic Violence,21:27,Karawal Nagar,Tuesday,Severe,17:30,Apartment Complex,31
6462,Human Trafficking,04:32,Karawal Nagar,Saturday,Moderate,16:15,Market,14
6463,Dowry Death,08:24,Bhalswa Jahangir Pur,Monday,Severe,18:19,Hospital,44
6464,Dowry Death,02:06,Hastsal,Wednesday,Minor,12:50,School,40
6465,Eve Teasing,02:12,Nangloi Jat,Monday,Moderate,05:02,Temple,31
6466,Sexual Harassment,21:27,Delhi Cantonment,Sunday,Moderate,06:17,Temple,19
6467,Stalking,16:09,Sultan Pur Majra,Thursday,Severe,03:29,School,28
6468,Acid Attack,03:46,Deoli,Monday,Moderate,06:05,Park,23
6469,Dowry Death,22:40,Karawal Nagar,Wednesday,Minor,08:29,Park,20
6470,Eve Teasing,07:01,Sultan Pur Majra,Wednesday,Moderate,20:30,Mall,29
6471,Eve Teasing,22:15,Deoli,Saturday,Severe,18:20,Market,24
6472,Eve Teasing,21:56,Bhalswa Jahangir Pur,Thursday,Moderate,07:01,Mall,48
6473,Acid Attack,08:17,Mandoli,Friday,Minor,22:21,Apartment Complex,5
6474,Human Trafficking,23:31,Delhi Cantonment,Wednesday,Minor,00:59,School,12
6475,Domestic Violence,13:44,Sultan Pur Majra,Tuesday,Minor,11:22,Police Station,30
6476,Acid Attack,12:28,Kirari Suleman Nagar,Friday,Severe,01:54,School,7
6477,Human Trafficking,03:22,Burari,Wednesday,Moderate,21:18,Mall,33
6478,Stalking,04:56,Mandoli,Monday,Severe,08:13,School,7
6479,Domestic Violence,20:14,Gokal Pur,Saturday,Minor,06:40,Market,31
6480,Dowry Death,11:00,Gokal Pur,Sunday,Moderate,15:26,Mall,9
6481,Eve Teasing,03:27,Sultan Pur Majra,Monday,Severe,07:28,Temple,29
6482,Acid Attack,14:46,Sultan Pur Majra,Saturday,Severe,09:11,Park,26
6483,Domestic Violence,19:31,Mustafabad,Saturday,Moderate,12:19,Park,49
6484,Sexual Harassment,18:01,Mustafabad,Thursday,Moderate,13:55,Market,7
6485,Honor Killing,06:49,Gokal Pur,Thursday,Moderate,21:54,Hospital,8
6486,Sexual Harassment,20:43,Dallo Pura,Thursday,Severe,18:01,School,41
6487,Dowry Death,11:49,Hastsal,Tuesday,Severe,22:56,Market,27
6488,Eve Teasing,00:59,Dallo Pura,Thursday,Minor,00:44,Market,12
6489,Sexual Harassment,14:56,Karawal Nagar,Tuesday,Severe,23:47,Temple,23
6490,Honor Killing,10:47,Deoli,Monday,Minor,17:57,Mall,37
6491,Human Trafficking,07:15,Sultan Pur Majra,Sunday,Severe,12:11,Mall,0
6492,Dowry Death,10:33,Mandoli,Sunday,Minor,00:13,Mall,5
6493,Honor Killing,22:25,Karawal Nagar,Monday,Moderate,23:41,Hospital,26
6494,Human Trafficking,20:54,Burari,Thursday,Minor,17:13,Park,16
6495,Honor Killing,15:26,Hastsal,Monday,Minor,16:21,Temple,33
6496,Human Trafficking,21:22,Delhi Cantonment,Friday,Moderate,14:58,Apartment Complex,33
6497,Dowry Death,00:45,Bhalswa Jahangir Pur,Monday,Severe,20:15,Hospital,7
6498,Stalking,21:16,Bhalswa Jahangir Pur,Thursday,Severe,08:39,Hospital,9
6499,Honor Killing,13:46,Bhalswa Jahangir Pur,Tuesday,Moderate,13:52,Apartment Complex,1
6500,Sexual Harassment,08:30,Karawal Nagar,Wednesday,Moderate,18:25,School,46
6501,Domestic Violence,03:01,Gokal Pur,Tuesday,Severe,22:52,Market,34
6502,Stalking,00:14,Dallo Pura,Wednesday,Minor,04:39,Temple,28
6503,Dowry Death,10:37,Sultan Pur Majra,Wednesday,Moderate,06:32,Park,11
6504,Eve Teasing,07:55,Bhalswa Jahangir Pur,Thursday,Minor,09:45,School,16
6505,Sexual Harassment,13:11,Delhi Cantonment,Thursday,Moderate,00:12,Police Station,24
6506,Stalking,20:03,Bhalswa Jahangir Pur,Sunday,Moderate,01:47,Mall,12
6507,Honor Killing,05:45,Kirari Suleman Nagar,Friday,Moderate,02:22,Temple,3
6508,Stalking,22:42,Bhalswa Jahangir Pur,Thursday,Moderate,08:14,Market,43
6509,Eve Teasing,10:02,Hastsal,Sunday,Minor,04:07,Mall,0
6510,Dowry Death,05:51,Bhalswa Jahangir Pur,Thursday,Minor,12:54,Temple,25
6511,Domestic Violence,20:23,Bhalswa Jahangir Pur,Wednesday,Severe,00:03,Apartment Complex,14
6512,Acid Attack,23:56,Mandoli,Friday,Severe,19:26,Police Station,10
6513,Acid Attack,20:10,Burari,Wednesday,Minor,10:01,Market,29
6514,Domestic Violence,01:55,Burari,Saturday,Minor,13:57,Police Station,22
6515,Eve Teasing,14:20,Mandoli,Monday,Moderate,00:30,Apartment Complex,36
6516,Domestic Violence,05:35,Bhalswa Jahangir Pur,Saturday,Severe,13:57,Apartment Complex,31
6517,Human Trafficking,07:51,Mandoli,Monday,Severe,06:55,School,33
6518,Dowry Death,16:48,Karawal Nagar,Saturday,Moderate,23:53,Park,44
6519,Eve Teasing,10:56,Bhalswa Jahangir Pur,Wednesday,Moderate,06:33,Police Station,15
6520,Acid Attack,04:44,Mustafabad,Wednesday,Moderate,02:28,School,9
6521,Sexual Harassment,17:52,Nangloi Jat,Tuesday,Minor,19:56,Temple,24
6522,Sexual Harassment,21:28,Dallo Pura,Thursday,Moderate,05:54,Market,20
6523,Stalking,21:51,Hastsal,Sunday,Severe,08:02,Apartment Complex,16
6524,Human Trafficking,11:20,Karawal Nagar,Friday,Severe,02:35,Temple,47
6525,Human Trafficking,10:56,Nangloi Jat,Saturday,Severe,19:55,Mall,41
6526,Stalking,13:08,Gokal Pur,Friday,Severe,04:40,Mall,33
6527,Eve Teasing,10:04,Burari,Tuesday,Moderate,15:43,School,4
6528,Stalking,20:28,Mustafabad,Saturday,Severe,19:15,Hospital,5
6529,Honor Killing,06:53,Gokal Pur,Friday,Severe,03:41,Temple,37
6530,Stalking,21:44,Mandoli,Wednesday,Severe,19:05,Temple,9
6531,Human Trafficking,03:11,Mandoli,Monday,Moderate,23:17,School,34
6532,Dowry Death,07:08,Burari,Sunday,Moderate,11:08,Temple,48
6533,Domestic Violence,18:16,Bhalswa Jahangir Pur,Wednesday,Minor,14:38,School,32
